identifier	publicationType	full_reference	primaryTitle	title	pages	pageStart	pageEnd	volume	edition	publisher	authorList	editorList	created	language	uri	doi	schema#localityName
WoRMS:citation:100131	Citation	WoRMS (2014). <i>Emericella</i>. In: Index Fungorum Partnership (2014) Index Fungorum. Accessed through:  World Register of Marine Species at http://www.marinespecies.org/aphia.php?p=taxdetails&id=100131															
WoRMS:citation:100132	Citation	"Kirk, P. (2014). <i>Emericellopsis</i> J.F.H. Beyma, 1940. In: Index Fungorum Partnership (2014) Index Fungorum. Accessed through:  World Register of Marine Species at http://www.marinespecies.org/aphia.php?p=taxdetails&id=100132"															
WoRMS:citation:100133	Citation	WoRMS (2014). <i>Talaromyces</i>. In: Index Fungorum Partnership (2014) Index Fungorum. Accessed through:  World Register of Marine Species at http://www.marinespecies.org/aphia.php?p=taxdetails&id=100133															
WoRMS:citation:100134	Citation	"WoRMS (2014). <i>Aniptodera</i> Shearer & Miller, 1977. In: Index Fungorum Partnership (2014) Index Fungorum. Accessed through:  World Register of Marine Species at http://www.marinespecies.org/aphia.php?p=taxdetails&id=100134"															
WoRMS:citation:100135	Citation	"Kirk, P. (2014). <i>Anisostagma</i> K.R.L. Petersen & JÌürg. Koch, 1996. In: Index Fungorum Partnership (2014) Index Fungorum. Accessed through:  World Register of Marine Species at http://www.marinespecies.org/aphia.php?p=taxdetails&id=100135"															
WoRMS:citation:100136	Citation	"Kirk, P. (2014). <i>Appendichordella</i> R.G. Johnson, E.B.G. Jones & S.T. Moss, 1987. In: Index Fungorum Partnership (2014) Index Fungorum. Accessed through:  World Register of Marine Species at http://www.marinespecies.org/aphia.php?p=taxdetails&id=100136"															
WoRMS:citation:100137	Citation	"Kirk, P. (2014). <i>Arenariomyces</i> HÌ¦hnk, 1954. In: Index Fungorum Partnership (2014) Index Fungorum. Accessed through:  World Register of Marine Species at http://www.marinespecies.org/aphia.php?p=taxdetails&id=100137"															
WoRMS:citation:100138	Citation	"Kirk, P. (2014). <i>Bovicornua</i> JÌürg. Koch & E.B.G. Jones, 1993. In: Index Fungorum Partnership (2014) Index Fungorum. Accessed through:  World Register of Marine Species at http://www.marinespecies.org/aphia.php?p=taxdetails&id=100138"															
WoRMS:citation:100139	Citation	"Kirk, P. (2014). <i>Carbosphaerella</i> I. Schmidt, 1969. In: Index Fungorum Partnership (2014) Index Fungorum. Accessed through:  World Register of Marine Species at http://www.marinespecies.org/aphia.php?p=taxdetails&id=100139"															
WoRMS:citation:100140	Citation	"Kirk, P. (2014). <i>Ceriosporopsis</i> Linder, 1944. In: Index Fungorum Partnership (2014) Index Fungorum. Accessed through:  World Register of Marine Species at http://www.marinespecies.org/aphia.php?p=taxdetails&id=100140"															
WoRMS:citation:100141	Citation	WoRMS (2014). <i>Chaedofaudia</i>. In: Index Fungorum Partnership (2014) Index Fungorum. Accessed through:  World Register of Marine Species at http://www.marinespecies.org/aphia.php?p=taxdetails&id=100141															
WoRMS:citation:100142	Citation	"Kirk, P. (2014). <i>Corollospora</i> Werderm., 1922. In: Index Fungorum Partnership (2014) Index Fungorum. Accessed through:  World Register of Marine Species at http://www.marinespecies.org/aphia.php?p=taxdetails&id=100142"															
WoRMS:citation:100143	Citation	"Kirk, P. (2014). <i>Haligena</i> Kohlm., 1961. In: Index Fungorum Partnership (2014) Index Fungorum. Accessed through:  World Register of Marine Species at http://www.marinespecies.org/aphia.php?p=taxdetails&id=100143"															
WoRMS:citation:100144	Citation	"Kirk, P. (2014). <i>Halosarpheia</i> Kohlm. & E. Kohlm., 1977. In: Index Fungorum Partnership (2014) Index Fungorum. Accessed through:  World Register of Marine Species at http://www.marinespecies.org/aphia.php?p=taxdetails&id=100144"															
WoRMS:citation:100145	Citation	"Kirk, P. (2014). <i>Halosphaeria</i> Linder, 1944. In: Index Fungorum Partnership (2014) Index Fungorum. Accessed through:  World Register of Marine Species at http://www.marinespecies.org/aphia.php?p=taxdetails&id=100145"															
WoRMS:citation:100146	Citation	"Kirk, P. (2014). <i>Halosphaeriopsis</i> T.W. Johnson, 1958. In: Index Fungorum Partnership (2014) Index Fungorum. Accessed through:  World Register of Marine Species at http://www.marinespecies.org/aphia.php?p=taxdetails&id=100146"															
WoRMS:citation:100147	Citation	"Kirk, P. (2014). <i>Iwilsoniella</i> E.B.G. Jones, 1991. In: Index Fungorum Partnership (2014) Index Fungorum. Accessed through:  World Register of Marine Species at http://www.marinespecies.org/aphia.php?p=taxdetails&id=100147"															
WoRMS:citation:100148	Citation	"Kirk, P. (2014). <i>Kohlmeyeriella</i> E.B.G. Jones, R.G. Johnson & S.T. Moss, 1983. In: Index Fungorum Partnership (2014) Index Fungorum. Accessed through:  World Register of Marine Species at http://www.marinespecies.org/aphia.php?p=taxdetails&id=100148"															
WoRMS:citation:100149	Citation	WoRMS (2014). <i>Lautosporopsis</i>. In: Index Fungorum Partnership (2014) Index Fungorum. Accessed through:  World Register of Marine Species at http://www.marinespecies.org/aphia.php?p=taxdetails&id=100149															
WoRMS:citation:100150	Citation	WoRMS (2014). <i>Ligninicola</i>. In: Index Fungorum Partnership (2014) Index Fungorum. Accessed through:  World Register of Marine Species at http://www.marinespecies.org/aphia.php?p=taxdetails&id=100150															
WoRMS:citation:100151	Citation	"Kirk, P. (2014). <i>Limacospora</i> JÌürg. Koch & E.B.G. Jones, 1995. In: Index Fungorum Partnership (2014) Index Fungorum. Accessed through:  World Register of Marine Species at http://www.marinespecies.org/aphia.php?p=taxdetails&id=100151"															
WoRMS:citation:100152	Citation	"Kirk, P. (2014). <i>Lindra</i> I.M. Wilson, 1956. In: Index Fungorum Partnership (2014) Index Fungorum. Accessed through:  World Register of Marine Species at http://www.marinespecies.org/aphia.php?p=taxdetails&id=100152"															
WoRMS:citation:100153	Citation	"Kirk, P. (2014). <i>Lulworthia</i> G.K. Sutherland, 1916. In: Index Fungorum Partnership (2014) Index Fungorum. Accessed through:  World Register of Marine Species at http://www.marinespecies.org/aphia.php?p=taxdetails&id=100153"															
WoRMS:citation:100154	Citation	"Kirk, P. (2014). <i>Luttrellia</i> Shearer, 1978. In: Index Fungorum Partnership (2014) Index Fungorum. Accessed through:  World Register of Marine Species at http://www.marinespecies.org/aphia.php?p=taxdetails&id=100154"															
WoRMS:citation:100155	Citation	"Kirk, P. (2014). <i>Marinospora</i> A.R. Caval., 1966. In: Index Fungorum Partnership (2014) Index Fungorum. Accessed through:  World Register of Marine Species at http://www.marinespecies.org/aphia.php?p=taxdetails&id=100155"															
WoRMS:citation:100156	Citation	"Kirk, P. (2014). <i>Mycophycophila</i> Cribb & J.W. Cribb, 1960. In: Index Fungorum Partnership (2014) Index Fungorum. Accessed through:  World Register of Marine Species at http://www.marinespecies.org/aphia.php?p=taxdetails&id=100156"															
WoRMS:citation:100157	Citation	"Kirk, P. (2014). <i>NaÌøs</i> Kohlmeyer, 1962. In: Index Fungorum Partnership (2014) Index Fungorum. Accessed through:  World Register of Marine Species at http://www.marinespecies.org/aphia.php?p=taxdetails&id=100157"															
WoRMS:citation:100158	Citation	"Kirk, P. (2014). <i>Naufragella</i> Kohlm. & Volkm.-Kohlm., 1998. In: Index Fungorum Partnership (2014) Index Fungorum. Accessed through:  World Register of Marine Species at http://www.marinespecies.org/aphia.php?p=taxdetails&id=100158"															
WoRMS:citation:100159	Citation	"Kirk, P. (2014). <i>Nautosphaeria</i> E.B.G. Jones, 1964. In: Index Fungorum Partnership (2014) Index Fungorum. Accessed through:  World Register of Marine Species at http://www.marinespecies.org/aphia.php?p=taxdetails&id=100159"															
WoRMS:citation:100160	Citation	"Kirk, P. (2014). <i>Nereiospora</i> E.B.G. Jones, R.G. Johnson & S.T. Moss, 1983. In: Index Fungorum Partnership (2014) Index Fungorum. Accessed through:  World Register of Marine Species at http://www.marinespecies.org/aphia.php?p=taxdetails&id=100160"															
WoRMS:citation:100161	Citation	"Kirk, P. (2014). <i>Ocostaspora</i> E.B.G. Jones, R.G. Johnson & S.T. Moss, 1983. In: Index Fungorum Partnership (2014) Index Fungorum. Accessed through:  World Register of Marine Species at http://www.marinespecies.org/aphia.php?p=taxdetails&id=100161"															
WoRMS:citation:100162	Citation	"Kirk, P. (2014). <i>Ondiniella</i> E.B.G. Jones, R.G. Johnson & S.T. Moss, 1984. In: Index Fungorum Partnership (2014) Index Fungorum. Accessed through:  World Register of Marine Species at http://www.marinespecies.org/aphia.php?p=taxdetails&id=100162"															
WoRMS:citation:100163	Citation	"Kirk, P. (2014). <i>Remispora</i> Linder, 1944. In: Index Fungorum Partnership (2014) Index Fungorum. Accessed through:  World Register of Marine Species at http://www.marinespecies.org/aphia.php?p=taxdetails&id=100163"															
WoRMS:citation:100164	Citation	"Kirk, P. (2014). <i>Tirispora</i> E.B.G. Jones & Vrijmoed, 1994. In: Index Fungorum Partnership (2014) Index Fungorum. Accessed through:  World Register of Marine Species at http://www.marinespecies.org/aphia.php?p=taxdetails&id=100164"															
WoRMS:citation:100165	Citation	"Kirk, P. (2014). <i>Trailia</i> G.K. Sutherland, 1915. In: Index Fungorum Partnership (2014) Index Fungorum. Accessed through:  World Register of Marine Species at http://www.marinespecies.org/aphia.php?p=taxdetails&id=100165"															
WoRMS:citation:100166	Citation	WoRMS (2014). <i>Barya</i>. In: Index Fungorum Partnership (2014) Index Fungorum. Accessed through:  World Register of Marine Species at http://www.marinespecies.org/aphia.php?p=taxdetails&id=100166															
WoRMS:citation:100167	Citation	WoRMS (2014). Claviceps. In: Index Fungorum Partnership (2014) Index Fungorum. Accessed through:  World Register of Marine Species at http://www.marinespecies.org/aphia.php?p=taxdetails&id=100167															
WoRMS:citation:100168	Citation	"Kirk, P. (2014). <i>Halonectria</i> E.B.G. Jones, 1965. In: Index Fungorum Partnership (2014) Index Fungorum. Accessed through:  World Register of Marine Species at http://www.marinespecies.org/aphia.php?p=taxdetails&id=100168"															
WoRMS:citation:100169	Citation	"Kirk, P. (2014). <i>Nectria</i> (Fr.) Fr., 1849. In: Index Fungorum Partnership (2014) Index Fungorum. Accessed through:  World Register of Marine Species at http://www.marinespecies.org/aphia.php?p=taxdetails&id=100169"															
WoRMS:citation:100170	Citation	"Kirk, P. (2014). <i>Nectriella</i> Nitschke ex Fuckel, 1870. In: Index Fungorum Partnership (2014) Index Fungorum. Accessed through:  World Register of Marine Species at http://www.marinespecies.org/aphia.php?p=taxdetails&id=100170"															
WoRMS:citation:100171	Citation	"Kirk, P. (2014). <i>Microascus</i> Zukal, 1885. In: Index Fungorum Partnership (2014) Index Fungorum. Accessed through:  World Register of Marine Species at http://www.marinespecies.org/aphia.php?p=taxdetails&id=100171"															
WoRMS:citation:100172	Citation	"Kirk, P. (2014). <i>Arachniotus</i> J. SchrÌ¦t., 1893. In: Index Fungorum Partnership (2014) Index Fungorum. Accessed through:  World Register of Marine Species at http://www.marinespecies.org/aphia.php?p=taxdetails&id=100172"															
WoRMS:citation:100173	Citation	"Kirk, P. (2014). <i>Gymnoascus</i> Baran., 1872. In: Index Fungorum Partnership (2014) Index Fungorum. Accessed through:  World Register of Marine Species at http://www.marinespecies.org/aphia.php?p=taxdetails&id=100173"															
WoRMS:citation:100174	Citation	WoRMS (2014). <i>Myxotrichum</i>. In: Index Fungorum Partnership (2014) Index Fungorum. Accessed through:  World Register of Marine Species at http://www.marinespecies.org/aphia.php?p=taxdetails&id=100174															
WoRMS:citation:100175	Citation	WoRMS (2014). <i>Auxoarthron</i>. In: Index Fungorum Partnership (2014) Index Fungorum. Accessed through:  World Register of Marine Species at http://www.marinespecies.org/aphia.php?p=taxdetails&id=100175															
WoRMS:citation:100176	Citation	WoRMS (2014). <i>Ascobolus</i>. In: Index Fungorum Partnership (2014) Index Fungorum. Accessed through:  World Register of Marine Species at http://www.marinespecies.org/aphia.php?p=taxdetails&id=100176															
WoRMS:citation:100177	Citation	WoRMS (2014). <i>Ascophanus</i>. In: Index Fungorum Partnership (2014) Index Fungorum. Accessed through:  World Register of Marine Species at http://www.marinespecies.org/aphia.php?p=taxdetails&id=100177															
WoRMS:citation:100178	Citation	WoRMS (2014). <i>Humaria</i>. In: Index Fungorum Partnership (2014) Index Fungorum. Accessed through:  World Register of Marine Species at http://www.marinespecies.org/aphia.php?p=taxdetails&id=100178															
WoRMS:citation:100179	Citation	"Kirk, P. (2014). <i>Haloguignardia</i> Cribb & J.W. Cribb, 1956. In: Index Fungorum Partnership (2014) Index Fungorum. Accessed through:  World Register of Marine Species at http://www.marinespecies.org/aphia.php/aphia.php?p=taxdetails&id=100179"															
WoRMS:citation:100180	Citation	"Kirk, P. (2014). <i>Marinosphaera</i> K.D. Hyde, 1989. In: Index Fungorum Partnership (2014) Index Fungorum. Accessed through:  World Register of Marine Species at http://www.marinespecies.org/aphia.php?p=taxdetails&id=100180"															
WoRMS:citation:100181	Citation	WoRMS (2014). <i>Pyrenocollerma</i>. In: Index Fungorum Partnership (2014) Index Fungorum. Accessed through:  World Register of Marine Species at http://www.marinespecies.org/aphia.php?p=taxdetails&id=100181															
WoRMS:citation:100182	Citation	"Kirk, P. (2014). <i>Metschnikowia</i> T. Kamienski, 1899. In: Index Fungorum Partnership (2014) Index Fungorum. Accessed through:  World Register of Marine Species at http://www.marinespecies.org/aphia.php?p=taxdetails&id=100182"															
WoRMS:citation:100183	Citation	"Kirk, P. (2014). <i>Chaetomium</i> Kunze, 1817. In: Index Fungorum Partnership (2014) Index Fungorum. Accessed through:  World Register of Marine Species at http://www.marinespecies.org/aphia.php?p=taxdetails&id=100183"															
WoRMS:citation:100184	Citation	WoRMS (2014). <i>Thielavia</i>. In: Index Fungorum Partnership (2014) Index Fungorum. Accessed through:  World Register of Marine Species at http://www.marinespecies.org/aphia.php?p=taxdetails&id=100184															
